  Signal    G_z      G_y       G_x     |G|     DELTA    delta     TE
1.028572 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.008350 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.963077 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.352065 -0.095049 0.899270 0.426941 0.060000 0.070000 0.022000 0.107000
0.340779 -0.104013 0.686723 0.719439 0.060000 0.070000 0.022000 0.107000
0.310881 -0.088381 0.383293 0.919388 0.060000 0.070000 0.022000 0.107000
0.299411 0.014499 -0.837144 0.546790 0.060000 0.070000 0.022000 0.107000
0.289605 0.062579 -0.995022 -0.077555 0.060000 0.070000 0.022000 0.107000
0.281936 -0.060790 -0.260390 0.963588 0.060000 0.070000 0.022000 0.107000
0.269744 0.130434 0.100574 0.986343 0.060000 0.070000 0.022000 0.107000
0.263804 0.160551 -0.563241 0.810545 0.060000 0.070000 0.022000 0.107000
0.257558 -0.166887 -0.964846 0.203029 0.060000 0.070000 0.022000 0.107000
0.231651 0.261345 -0.934745 0.240730 0.060000 0.070000 0.022000 0.107000
0.227828 0.339576 -0.187345 0.921732 0.060000 0.070000 0.022000 0.107000
0.223078 0.268480 0.775338 0.571638 0.060000 0.070000 0.022000 0.107000
0.223035 0.271074 0.486596 0.830508 0.060000 0.070000 0.022000 0.107000
0.220809 0.289862 0.932018 0.217539 0.060000 0.070000 0.022000 0.107000
0.208146 -0.209258 -0.591556 0.778635 0.060000 0.070000 0.022000 0.107000
0.203676 0.410819 -0.745750 0.524485 0.060000 0.070000 0.022000 0.107000
0.180363 -0.297906 0.067905 0.952177 0.060000 0.070000 0.022000 0.107000
0.175351 -0.422478 0.894405 0.146805 0.060000 0.070000 0.022000 0.107000
0.154405 -0.381569 -0.808288 0.448414 0.060000 0.070000 0.022000 0.107000
0.126183 -0.442129 0.428481 0.787988 0.060000 0.070000 0.022000 0.107000
0.125261 0.513544 -0.445361 0.733434 0.060000 0.070000 0.022000 0.107000
0.124790 -0.453067 -0.255910 0.853955 0.060000 0.070000 0.022000 0.107000
0.119999 -0.455611 0.726712 0.514109 0.060000 0.070000 0.022000 0.107000
0.118575 -0.534944 -0.842047 0.069223 0.060000 0.070000 0.022000 0.107000
0.107412 -0.604490 -0.726423 -0.326957 0.060000 0.070000 0.022000 0.107000
0.103230 0.506980 0.179057 0.843154 0.060000 0.070000 0.022000 0.107000
0.102419 0.709358 -0.116776 0.695108 0.060000 0.070000 0.022000 0.107000
0.098059 -0.555293 -0.544437 0.628680 0.060000 0.070000 0.022000 0.107000
0.095964 0.595693 0.517846 0.613992 0.060000 0.070000 0.022000 0.107000
0.095377 0.624335 -0.760021 0.180480 0.060000 0.070000 0.022000 0.107000
0.080956 0.746408 -0.484029 0.456718 0.060000 0.070000 0.022000 0.107000
0.080499 -0.938128 -0.286995 0.193779 0.060000 0.070000 0.022000 0.107000
0.079022 -0.901618 0.046637 0.430011 0.060000 0.070000 0.022000 0.107000
0.076433 -0.724264 0.422115 0.545216 0.060000 0.070000 0.022000 0.107000
0.075775 0.999019 -0.044260 -0.001542 0.060000 0.070000 0.022000 0.107000
0.072870 -0.815161 -0.572790 -0.086157 0.060000 0.070000 0.022000 0.107000
0.070720 -0.777903 -0.262667 0.570853 0.060000 0.070000 0.022000 0.107000
0.070030 -0.713813 0.669895 0.204232 0.060000 0.070000 0.022000 0.107000
0.069020 0.884630 -0.449425 0.124287 0.060000 0.070000 0.022000 0.107000
0.068011 0.911357 -0.345768 -0.223324 0.060000 0.070000 0.022000 0.107000
0.066935 0.652945 -0.081707 -0.752985 0.060000 0.070000 0.022000 0.107000
0.065935 0.920845 -0.122756 0.370102 0.060000 0.070000 0.022000 0.107000
0.065113 -0.739756 -0.603931 0.296697 0.060000 0.070000 0.022000 0.107000
0.058086 0.800927 0.235306 0.550588 0.060000 0.070000 0.022000 0.107000
0.057122 0.936566 0.269263 0.224369 0.060000 0.070000 0.022000 0.107000
1.014235 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000951 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.984814 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.725098 -0.000575 0.610576 0.791958 0.055000 0.090000 0.006000 0.111000
0.718493 0.082959 -0.874545 -0.477796 0.055000 0.090000 0.006000 0.111000
0.706069 0.081260 -0.117264 0.989771 0.055000 0.090000 0.006000 0.111000
0.703800 0.013944 -0.819747 0.572556 0.055000 0.090000 0.006000 0.111000
0.701636 0.089652 -0.505854 0.857948 0.055000 0.090000 0.006000 0.111000
0.701628 0.051088 0.298552 0.953025 0.055000 0.090000 0.006000 0.111000
0.699737 0.114868 0.969538 -0.216338 0.055000 0.090000 0.006000 0.111000
0.694117 0.156960 -0.983577 -0.089100 0.055000 0.090000 0.006000 0.111000
0.671500 0.272092 -0.907786 0.319202 0.055000 0.090000 0.006000 0.111000
0.653356 0.279269 0.772037 0.570936 0.055000 0.090000 0.006000 0.111000
0.653202 -0.191053 -0.963876 -0.185587 0.055000 0.090000 0.006000 0.111000
0.648546 -0.243825 -0.608460 0.755199 0.055000 0.090000 0.006000 0.111000
0.643745 0.394409 0.472233 0.788313 0.055000 0.090000 0.006000 0.111000
0.643665 0.386721 -0.672334 0.631201 0.055000 0.090000 0.006000 0.111000
0.627475 0.389597 0.105703 0.914899 0.055000 0.090000 0.006000 0.111000
0.623707 -0.391757 -0.796780 0.460075 0.055000 0.090000 0.006000 0.111000
0.619691 0.405129 -0.329043 0.852995 0.055000 0.090000 0.006000 0.111000
0.619389 -0.258495 0.125045 0.957885 0.055000 0.090000 0.006000 0.111000
0.614110 -0.271526 -0.264826 0.925279 0.055000 0.090000 0.006000 0.111000
0.600562 0.342088 -0.629910 -0.697273 0.055000 0.090000 0.006000 0.111000
0.592467 0.488993 -0.872240 0.009143 0.055000 0.090000 0.006000 0.111000
0.577194 0.512620 0.815536 0.268555 0.055000 0.090000 0.006000 0.111000
0.573786 0.450042 -0.813325 -0.368734 0.055000 0.090000 0.006000 0.111000
0.564529 -0.490788 -0.864598 0.107693 0.055000 0.090000 0.006000 0.111000
0.521154 0.501492 -0.329835 -0.799822 0.055000 0.090000 0.006000 0.111000
0.511548 0.660310 0.568401 0.490827 0.055000 0.090000 0.006000 0.111000
0.507849 0.639863 -0.701668 0.313428 0.055000 0.090000 0.006000 0.111000
0.505931 0.664142 -0.099587 0.740944 0.055000 0.090000 0.006000 0.111000
0.491722 -0.589645 -0.079283 0.803762 0.055000 0.090000 0.006000 0.111000
0.491387 0.705500 -0.432163 0.561698 0.055000 0.090000 0.006000 0.111000
0.483907 0.712956 0.250437 0.654961 0.055000 0.090000 0.006000 0.111000
0.482410 -0.569852 -0.468517 0.675100 0.055000 0.090000 0.006000 0.111000
0.452414 -0.723916 -0.609458 0.323275 0.055000 0.090000 0.006000 0.111000
0.441689 -0.779457 -0.621317 -0.080079 0.055000 0.090000 0.006000 0.111000
0.431772 0.754805 -0.648514 -0.098486 0.055000 0.090000 0.006000 0.111000
0.424505 0.691138 -0.533689 -0.487344 0.055000 0.090000 0.006000 0.111000
0.397395 -0.790452 0.172509 0.587730 0.055000 0.090000 0.006000 0.111000
0.397204 0.894864 -0.075688 0.439875 0.055000 0.090000 0.006000 0.111000
0.370313 0.891931 -0.405274 0.200532 0.055000 0.090000 0.006000 0.111000
0.369311 -0.817475 -0.259829 0.514027 0.055000 0.090000 0.006000 0.111000
0.348441 0.917243 -0.342727 -0.202987 0.055000 0.090000 0.006000 0.111000
0.347160 0.905118 0.303539 0.297701 0.055000 0.090000 0.006000 0.111000
0.347099 -0.934569 -0.339315 0.106989 0.055000 0.090000 0.006000 0.111000
0.309238 0.956502 0.007838 -0.291619 0.055000 0.090000 0.006000 0.111000
0.290474 0.995943 -0.031355 0.084353 0.055000 0.090000 0.006000 0.111000
1.008188 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.002741 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.989071 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.681442 0.076391 -0.988053 -0.133848 0.060000 0.090000 0.006000 0.111000
0.667608 -0.054439 0.951286 -0.303467 0.060000 0.090000 0.006000 0.111000
0.643341 -0.017705 -0.616066 -0.787496 0.060000 0.090000 0.006000 0.111000
0.638351 -0.004123 -0.869363 -0.494156 0.060000 0.090000 0.006000 0.111000
0.631218 0.016249 0.755074 -0.655438 0.060000 0.090000 0.006000 0.111000
0.624473 0.237499 0.967473 -0.087126 0.060000 0.090000 0.006000 0.111000
0.614149 -0.128138 -0.229501 -0.964837 0.060000 0.090000 0.006000 0.111000
0.602952 -0.248103 0.161516 -0.955174 0.060000 0.090000 0.006000 0.111000
0.596298 -0.292923 0.532862 -0.793885 0.060000 0.090000 0.006000 0.111000
0.592864 0.048972 0.431549 -0.900759 0.060000 0.090000 0.006000 0.111000
0.589868 0.341719 0.836508 -0.428349 0.060000 0.090000 0.006000 0.111000
0.583521 -0.366726 -0.456596 -0.810575 0.060000 0.090000 0.006000 0.111000
0.581939 0.254260 -0.362129 -0.896780 0.060000 0.090000 0.006000 0.111000
0.579554 -0.337229 -0.905623 -0.257144 0.060000 0.090000 0.006000 0.111000
0.576942 -0.382129 -0.728117 -0.569054 0.060000 0.090000 0.006000 0.111000
0.573577 0.133626 0.018722 -0.990855 0.060000 0.090000 0.006000 0.111000
0.573424 -0.343953 0.812767 -0.470219 0.060000 0.090000 0.006000 0.111000
0.558622 -0.394316 0.915815 -0.076146 0.060000 0.090000 0.006000 0.111000
0.550031 0.340134 -0.684815 -0.644466 0.060000 0.090000 0.006000 0.111000
0.530535 0.386477 0.593029 -0.706365 0.060000 0.090000 0.006000 0.111000
0.529664 -0.384196 0.859005 0.338383 0.060000 0.090000 0.006000 0.111000
0.524581 -0.524838 -0.112580 -0.843724 0.060000 0.090000 0.006000 0.111000
0.497608 0.386651 0.257810 -0.885458 0.060000 0.090000 0.006000 0.111000
0.470585 -0.595745 0.568805 -0.567052 0.060000 0.090000 0.006000 0.111000
0.466232 -0.598077 0.243493 -0.763554 0.060000 0.090000 0.006000 0.111000
0.466109 -0.582658 -0.808419 0.083481 0.060000 0.090000 0.006000 0.111000
0.425618 0.530856 -0.095882 -0.842020 0.060000 0.090000 0.006000 0.111000
0.421484 -0.681084 -0.419309 -0.600254 0.060000 0.090000 0.006000 0.111000
0.415596 0.597008 -0.441229 -0.669999 0.060000 0.090000 0.006000 0.111000
0.411302 -0.668302 0.723074 0.174746 0.060000 0.090000 0.006000 0.111000
0.398379 -0.683105 0.697769 -0.215604 0.060000 0.090000 0.006000 0.111000
0.396102 -0.675836 -0.678176 -0.288657 0.060000 0.090000 0.006000 0.111000
0.377245 0.819132 0.037094 0.572405 0.060000 0.090000 0.006000 0.111000
0.370980 0.682269 0.281221 -0.674852 0.060000 0.090000 0.006000 0.111000
0.370815 0.675838 0.603578 -0.423009 0.060000 0.090000 0.006000 0.111000
0.343419 -0.840008 0.342372 -0.420913 0.060000 0.090000 0.006000 0.111000
0.332257 -0.839538 -0.540209 0.057880 0.060000 0.090000 0.006000 0.111000
0.323457 -0.891881 -0.333279 -0.305733 0.060000 0.090000 0.006000 0.111000
0.307090 0.812386 -0.095091 -0.575315 0.060000 0.090000 0.006000 0.111000
0.300528 -0.898946 0.437289 -0.025987 0.060000 0.090000 0.006000 0.111000
0.291897 0.799827 -0.464874 -0.379696 0.060000 0.090000 0.006000 0.111000
0.284143 0.888948 0.257125 -0.379022 0.060000 0.090000 0.006000 0.111000
0.273829 -0.974037 0.079257 -0.212063 0.060000 0.090000 0.006000 0.111000
0.256536 0.963980 -0.146377 -0.222071 0.060000 0.090000 0.006000 0.111000
0.249540 0.981491 0.188461 -0.034038 0.060000 0.090000 0.006000 0.111000
1.005896 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000294 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.993810 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.791435 0.015034 0.401200 0.915867 0.055000 0.030000 0.010000 0.055000
0.788564 -0.034085 0.876070 0.480977 0.055000 0.030000 0.010000 0.055000
0.781150 0.057061 0.049179 0.997159 0.055000 0.030000 0.010000 0.055000
0.778679 -0.216621 0.626403 0.748796 0.055000 0.030000 0.010000 0.055000
0.774194 0.121426 0.985238 0.120672 0.055000 0.030000 0.010000 0.055000
0.766635 0.080513 -0.308356 0.947858 0.055000 0.030000 0.010000 0.055000
0.761057 -0.087009 0.970140 -0.226401 0.055000 0.030000 0.010000 0.055000
0.759003 0.121264 0.827426 -0.548326 0.055000 0.030000 0.010000 0.055000
0.755146 -0.082527 0.627815 -0.773975 0.055000 0.030000 0.010000 0.055000
0.745402 -0.248837 0.957296 0.147186 0.055000 0.030000 0.010000 0.055000
0.744493 0.211995 0.660682 0.720109 0.055000 0.030000 0.010000 0.055000
0.739299 -0.297909 -0.149545 0.942808 0.055000 0.030000 0.010000 0.055000
0.737740 -0.331903 0.235646 0.913406 0.055000 0.030000 0.010000 0.055000
0.733325 -0.282759 -0.513617 0.810090 0.055000 0.030000 0.010000 0.055000
0.720813 0.316995 0.913084 -0.256497 0.055000 0.030000 0.010000 0.055000
0.707140 0.366499 0.827498 0.425355 0.055000 0.030000 0.010000 0.055000
0.703946 -0.307636 0.797467 -0.519043 0.055000 0.030000 0.010000 0.055000
0.700674 -0.426846 0.761714 0.487437 0.055000 0.030000 0.010000 0.055000
0.691403 0.380354 0.305596 0.872893 0.055000 0.030000 0.010000 0.055000
0.663123 0.431761 -0.478155 0.764820 0.055000 0.030000 0.010000 0.055000
0.654344 0.426809 -0.096002 0.899232 0.055000 0.030000 0.010000 0.055000
0.652806 0.503173 0.677588 -0.536369 0.055000 0.030000 0.010000 0.055000
0.647736 0.480804 0.874346 0.065930 0.055000 0.030000 0.010000 0.055000
0.635404 -0.477014 0.857439 -0.193017 0.055000 0.030000 0.010000 0.055000
0.626719 -0.576323 0.437657 0.690151 0.055000 0.030000 0.010000 0.055000
0.589009 0.611536 0.319444 -0.723864 0.055000 0.030000 0.010000 0.055000
0.586577 -0.634549 0.031413 0.772244 0.055000 0.030000 0.010000 0.055000
0.578384 -0.590011 0.790635 0.163656 0.055000 0.030000 0.010000 0.055000
0.577772 -0.583894 -0.538316 -0.607687 0.055000 0.030000 0.010000 0.055000
0.536321 0.692940 0.693125 -0.198525 0.055000 0.030000 0.010000 0.055000
0.523873 -0.658734 0.602706 -0.450351 0.055000 0.030000 0.010000 0.055000
0.508239 0.683080 0.159796 0.712648 0.055000 0.030000 0.010000 0.055000
0.508220 0.715383 0.656663 0.238790 0.055000 0.030000 0.010000 0.055000
0.504985 0.710418 -0.257006 0.655175 0.055000 0.030000 0.010000 0.055000
0.482758 -0.772458 0.519208 0.365695 0.055000 0.030000 0.010000 0.055000
0.472497 0.803611 0.403501 -0.437488 0.055000 0.030000 0.010000 0.055000
0.463423 -0.797767 0.599387 -0.065592 0.055000 0.030000 0.010000 0.055000
0.462326 -0.840847 0.164196 0.515768 0.055000 0.030000 0.010000 0.055000
0.420121 0.859802 0.352069 0.369849 0.055000 0.030000 0.010000 0.055000
0.402117 0.908446 0.416735 -0.032520 0.055000 0.030000 0.010000 0.055000
0.390451 -0.904243 0.325478 -0.276422 0.055000 0.030000 0.010000 0.055000
0.385082 -0.896455 0.002305 -0.443128 0.055000 0.030000 0.010000 0.055000
0.384775 -0.945333 -0.104596 0.308877 0.055000 0.030000 0.010000 0.055000
0.376822 -0.953655 0.272525 0.127563 0.055000 0.030000 0.010000 0.055000
0.337493 -0.995591 -0.054804 -0.076126 0.055000 0.030000 0.010000 0.055000
1.013186 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.997520 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.989295 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.784732 0.040738 0.999117 -0.010238 0.060000 0.030000 0.010000 0.055000
0.767470 0.045751 0.237324 -0.970352 0.060000 0.030000 0.010000 0.055000
0.766665 0.051184 0.762648 0.644785 0.060000 0.030000 0.010000 0.055000
0.764210 0.131717 0.723724 -0.677402 0.060000 0.030000 0.010000 0.055000
0.762863 0.142769 -0.507870 -0.849520 0.060000 0.030000 0.010000 0.055000
0.760493 -0.160906 0.927147 0.338389 0.060000 0.030000 0.010000 0.055000
0.752151 0.102386 -0.149787 -0.983403 0.060000 0.030000 0.010000 0.055000
0.742561 0.218448 -0.673466 0.706204 0.060000 0.030000 0.010000 0.055000
0.741944 -0.099742 0.916686 -0.386960 0.060000 0.030000 0.010000 0.055000
0.741705 0.212874 0.435840 0.874487 0.060000 0.030000 0.010000 0.055000
0.729916 0.242970 0.901704 0.357625 0.060000 0.030000 0.010000 0.055000
0.724026 0.285967 0.888933 -0.357800 0.060000 0.030000 0.010000 0.055000
0.717549 0.295000 0.454174 -0.840655 0.060000 0.030000 0.010000 0.055000
0.711531 0.271577 -0.372854 0.887257 0.060000 0.030000 0.010000 0.055000
0.709426 0.268621 0.038849 0.962462 0.060000 0.030000 0.010000 0.055000
0.707042 -0.364795 0.702944 0.610570 0.060000 0.030000 0.010000 0.055000
0.693515 0.394894 0.918676 0.009663 0.060000 0.030000 0.010000 0.055000
0.675510 -0.316092 0.947902 -0.039588 0.060000 0.030000 0.010000 0.055000
0.665059 0.419278 0.059884 -0.905881 0.060000 0.030000 0.010000 0.055000
0.637300 0.463336 -0.338784 -0.818868 0.060000 0.030000 0.010000 0.055000
0.625136 0.523651 0.650437 -0.550201 0.060000 0.030000 0.010000 0.055000
0.624032 -0.440473 -0.654676 -0.614315 0.060000 0.030000 0.010000 0.055000
0.593243 -0.461818 0.781604 -0.419308 0.060000 0.030000 0.010000 0.055000
0.579944 -0.539235 0.789435 0.293286 0.060000 0.030000 0.010000 0.055000
0.573736 0.536242 0.297731 0.789811 0.060000 0.030000 0.010000 0.055000
0.546178 0.619941 0.740701 0.258912 0.060000 0.030000 0.010000 0.055000
0.544312 0.575277 -0.139641 0.805951 0.060000 0.030000 0.010000 0.055000
0.542433 0.634663 0.313302 -0.706431 0.060000 0.030000 0.010000 0.055000
0.537389 0.653538 0.737393 -0.170705 0.060000 0.030000 0.010000 0.055000
0.536663 0.589394 -0.490683 0.641752 0.060000 0.030000 0.010000 0.055000
0.525399 0.632092 -0.771274 0.074809 0.060000 0.030000 0.010000 0.055000
0.496419 0.698297 -0.491230 -0.520648 0.060000 0.030000 0.010000 0.055000
0.484096 0.717331 -0.117806 -0.686701 0.060000 0.030000 0.010000 0.055000
0.435585 0.760040 0.459899 0.459165 0.060000 0.030000 0.010000 0.055000
0.435102 0.819930 0.462711 -0.337065 0.060000 0.030000 0.010000 0.055000
0.428519 0.787912 0.110380 0.605814 0.060000 0.030000 0.010000 0.055000
0.410702 0.835332 -0.531827 -0.139212 0.060000 0.030000 0.010000 0.055000
0.409534 0.797423 -0.529139 0.290050 0.060000 0.030000 0.010000 0.055000
0.384497 0.873784 0.128121 -0.469135 0.060000 0.030000 0.010000 0.055000
0.383914 0.871079 0.486391 0.068155 0.060000 0.030000 0.010000 0.055000
0.371762 0.851564 -0.222804 0.474550 0.060000 0.030000 0.010000 0.055000
0.356391 0.921573 -0.218540 -0.320848 0.060000 0.030000 0.010000 0.055000
0.321199 0.954013 0.139686 0.265229 0.060000 0.030000 0.010000 0.055000
0.320042 0.971489 -0.221930 0.083401 0.060000 0.030000 0.010000 0.055000
0.317632 0.984688 0.138574 -0.105765 0.060000 0.030000 0.010000 0.055000
1.008316 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.998612 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.993072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.407987 0.102478 0.795000 -0.597891 0.055000 0.090000 0.015000 0.120000
0.365427 -0.179445 -0.949040 0.259079 0.055000 0.090000 0.015000 0.120000
0.364214 -0.007347 -0.704248 -0.709916 0.055000 0.090000 0.015000 0.120000
0.362244 0.116390 -0.925186 -0.361225 0.055000 0.090000 0.015000 0.120000
0.355352 -0.219674 -0.969301 -0.110448 0.055000 0.090000 0.015000 0.120000
0.345557 0.239615 0.849245 0.470497 0.055000 0.090000 0.015000 0.120000
0.341459 -0.043558 0.292153 -0.955379 0.055000 0.090000 0.015000 0.120000
0.328353 0.037479 -0.084942 -0.995681 0.055000 0.090000 0.015000 0.120000
0.323758 -0.185175 -0.388521 -0.902641 0.055000 0.090000 0.015000 0.120000
0.321225 0.158772 -0.986536 0.039226 0.055000 0.090000 0.015000 0.120000
0.320495 0.250724 0.536160 -0.806021 0.055000 0.090000 0.015000 0.120000
0.307348 0.209539 -0.877980 0.430401 0.055000 0.090000 0.015000 0.120000
0.296247 0.181945 -0.605977 0.774395 0.055000 0.090000 0.015000 0.120000
0.260909 0.355430 0.206465 -0.911615 0.055000 0.090000 0.015000 0.120000
0.242999 0.216219 -0.462644 -0.859773 0.055000 0.090000 0.015000 0.120000
0.230410 0.462583 0.738766 -0.490146 0.055000 0.090000 0.015000 0.120000
0.229872 -0.340994 -0.001889 -0.940063 0.055000 0.090000 0.015000 0.120000
0.212512 0.431035 0.591256 0.681635 0.055000 0.090000 0.015000 0.120000
0.188029 0.403828 -0.153889 -0.901799 0.055000 0.090000 0.015000 0.120000
0.183650 0.538101 0.836682 -0.102035 0.055000 0.090000 0.015000 0.120000
0.182064 0.553649 0.775960 0.302257 0.055000 0.090000 0.015000 0.120000
0.181045 -0.381896 0.715915 0.584483 0.055000 0.090000 0.015000 0.120000
0.162935 -0.443743 0.321647 -0.836442 0.055000 0.090000 0.015000 0.120000
0.155396 0.452487 -0.866087 -0.212481 0.055000 0.090000 0.015000 0.120000
0.154180 0.560385 0.238981 0.793005 0.055000 0.090000 0.015000 0.120000
0.154102 0.497817 -0.840138 0.215283 0.055000 0.090000 0.015000 0.120000
0.147991 0.511778 -0.639882 0.573266 0.055000 0.090000 0.015000 0.120000
0.108525 0.616334 0.410896 -0.671787 0.055000 0.090000 0.015000 0.120000
0.100932 0.606469 -0.395567 -0.689726 0.055000 0.090000 0.015000 0.120000
0.099914 0.692106 0.016043 -0.721618 0.055000 0.090000 0.015000 0.120000
0.099450 0.740920 0.461473 0.487935 0.055000 0.090000 0.015000 0.120000
0.091788 0.752083 0.573902 -0.324049 0.055000 0.090000 0.015000 0.120000
0.086321 0.872252 -0.215491 -0.439022 0.055000 0.090000 0.015000 0.120000
0.081385 0.874144 0.189556 -0.447147 0.055000 0.090000 0.015000 0.120000
0.079706 0.727209 -0.686088 -0.021236 0.055000 0.090000 0.015000 0.120000
0.078114 0.921487 -0.382285 -0.068704 0.055000 0.090000 0.015000 0.120000
0.077069 0.726636 -0.284511 0.625342 0.055000 0.090000 0.015000 0.120000
0.076553 0.713112 -0.584434 -0.387179 0.055000 0.090000 0.015000 0.120000
0.072822 0.942771 -0.174115 0.284371 0.055000 0.090000 0.015000 0.120000
0.071726 0.786070 -0.526675 0.323586 0.055000 0.090000 0.015000 0.120000
0.068790 0.940015 0.213256 0.266257 0.055000 0.090000 0.015000 0.120000
0.068182 0.798724 0.061975 0.598497 0.055000 0.090000 0.015000 0.120000
0.066035 0.938633 0.330111 -0.099970 0.055000 0.090000 0.015000 0.120000
0.063378 0.796526 0.595585 0.104046 0.055000 0.090000 0.015000 0.120000
0.051475 0.994947 -0.029203 -0.096060 0.055000 0.090000 0.015000 0.120000
1.027067 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.987137 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.985795 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.378140 0.030142 0.883822 0.466852 0.060000 0.090000 0.015000 0.120000
0.363188 0.029578 -0.994546 -0.100020 0.060000 0.090000 0.015000 0.120000
0.360855 -0.048883 -0.828198 0.558299 0.060000 0.090000 0.015000 0.120000
0.360688 0.150219 0.645856 0.748535 0.060000 0.090000 0.015000 0.120000
0.333616 -0.144866 0.441159 0.885659 0.060000 0.090000 0.015000 0.120000
0.332017 0.063403 -0.528305 0.846684 0.060000 0.090000 0.015000 0.120000
0.322032 0.187363 -0.933569 0.305522 0.060000 0.090000 0.015000 0.120000
0.317443 0.161507 0.256990 0.952823 0.060000 0.090000 0.015000 0.120000
0.305384 -0.103538 0.146822 -0.983729 0.060000 0.090000 0.015000 0.120000
0.290270 -0.209396 -0.956521 0.203028 0.060000 0.090000 0.015000 0.120000
0.268054 -0.277775 0.695716 0.662435 0.060000 0.090000 0.015000 0.120000
0.257909 -0.273818 -0.285587 0.918403 0.060000 0.090000 0.015000 0.120000
0.256685 0.343489 0.919385 0.191692 0.060000 0.090000 0.015000 0.120000
0.254257 -0.231372 0.080698 0.969513 0.060000 0.090000 0.015000 0.120000
0.241204 0.339490 -0.712362 0.614237 0.060000 0.090000 0.015000 0.120000
0.239851 -0.288141 -0.616772 0.732507 0.060000 0.090000 0.015000 0.120000
0.219264 -0.391795 0.920039 -0.004992 0.060000 0.090000 0.015000 0.120000
0.212758 -0.363571 0.862105 0.352974 0.060000 0.090000 0.015000 0.120000
0.202877 0.402738 -0.375707 0.834654 0.060000 0.090000 0.015000 0.120000
0.179919 0.427683 0.756105 0.495371 0.060000 0.090000 0.015000 0.120000
0.175386 0.450777 0.048785 0.891303 0.060000 0.090000 0.015000 0.120000
0.155072 -0.465507 -0.773726 0.429711 0.060000 0.090000 0.015000 0.120000
0.141202 0.477016 0.437512 0.762259 0.060000 0.090000 0.015000 0.120000
0.120611 -0.501600 0.350586 0.790877 0.060000 0.090000 0.015000 0.120000
0.119656 -0.583677 -0.047907 0.810571 0.060000 0.090000 0.015000 0.120000
0.114171 0.581277 -0.759288 0.292571 0.060000 0.090000 0.015000 0.120000
0.104131 -0.575323 -0.815982 0.056364 0.060000 0.090000 0.015000 0.120000
0.098639 -0.689674 0.715326 0.112511 0.060000 0.090000 0.015000 0.120000
0.098241 -0.597066 -0.433639 0.674885 0.060000 0.090000 0.015000 0.120000
0.097900 -0.767055 -0.555142 0.321627 0.060000 0.090000 0.015000 0.120000
0.096675 0.678145 -0.498545 0.539975 0.060000 0.090000 0.015000 0.120000
0.088833 -0.955292 0.049537 0.291484 0.060000 0.090000 0.015000 0.120000
0.085925 -0.687679 0.158072 -0.708597 0.060000 0.090000 0.015000 0.120000
0.084860 -0.636232 0.592014 0.494701 0.060000 0.090000 0.015000 0.120000
0.084363 -0.711550 -0.551789 -0.435000 0.060000 0.090000 0.015000 0.120000
0.084350 -0.756425 -0.209535 -0.619610 0.060000 0.090000 0.015000 0.120000
0.081773 -0.898475 0.150898 -0.412276 0.060000 0.090000 0.015000 0.120000
0.074056 -0.828871 -0.202127 0.521649 0.060000 0.090000 0.015000 0.120000
0.072964 -0.857483 0.483099 -0.177026 0.060000 0.090000 0.015000 0.120000
0.071539 -0.951284 -0.288563 0.108585 0.060000 0.090000 0.015000 0.120000
0.069072 -0.802796 -0.588796 -0.094009 0.060000 0.090000 0.015000 0.120000
0.067234 -0.991459 0.113187 -0.064793 0.060000 0.090000 0.015000 0.120000
0.064149 -0.881973 0.415879 0.221739 0.060000 0.090000 0.015000 0.120000
0.057760 -0.932453 -0.234377 -0.274952 0.060000 0.090000 0.015000 0.120000
0.056202 -0.781955 0.221909 0.582497 0.060000 0.090000 0.015000 0.120000
1.008598 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.996705 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
